title,city,district,description
前端开发工程师,青岛,黄岛,"【工作内容】
职位描述1、运用web前端技术对公司数据平台进行完善与更新2、对接后端开发人员与UI设计人员实现数据交互与展示3、负责部分微信小程序与大屏前端开发
【任职要求】
岗位要求1、熟练掌握Javascript、CSS/CSS3、HTML/HTML5等技术能独立完成编写与优化工作2、熟悉Node.js、VUE等框架熟悉element、echarts库3、沟通能力强能配合团队按时完成项目4、大学本科及以上学历有相关专业、相关网页端或小程序开发经验者优先。薪资待遇8小时工作制双休法定节假日中午管饭有健身房生日会等待遇从优薪资48k底薪加绩效详情面谈
"
中级前端开发工程师,西安,雁塔,"【工作内容】
岗位职责1.负责私域直播产品的Web前端架构设计、核心功能开发及性能优化保障高并发场景下的用户体验流畅性。2.实现直播相关交互功能如弹幕、礼物打赏、实时连麦等并确保跨平台Web、小程序、移动端兼容性。3.解决直播场景下的技术难点如低延迟音视频传输WebRTC、实时通信WebSocket等。4.与产品团队、后端团队、测试团队紧密协作确保交互体验一致性。5.推动前端工程化建设包括组件库开发、自动化测试框架搭建、性能监控体系完善
【任职要求】
任职要求1.本科及以上学历计算机相关专业35年以上前端开发经验至少直播或电商相关高并发类项目。2.熟练掌握HTML5、CSS3、ES6、webpack等规范和技术熟悉常见跨域、浏览器兼容等问题具备前端工程化CI/CD、代码规范实践经验。3.熟悉Vue、Uniapp 等相关技术和框架, 熟悉Javascript、MVVM等设计原理,掌握前端常用算法。4.掌握“浏览器事件循环或者浏览器渲染”解决过“首页白屏”、“优化打包”等问题。5.具有较强的抽象能力能够满足组件化开发及业务封装等设计要求。6.熟悉音视频开发技术如FFmpeg、WebRTC或实时通信协议WebSocket者优先。7.具备优秀的逻辑分析能力与问题解决能力能独立完成技术方案设计与难点攻关。8.良好的沟通协作意识适应快节奏迭代具有较强的抗压能力"
前端开发经理【济南】,济南,历下,"【工作内容】
【岗位职责】1、Web 应用开发 ? 使用 React 及 Flutter for Web 开发和维护公司核心 Web 应用 ? 实现高质量的交互界面与业务逻辑保证跨浏览器兼容性和性能优化 ? 与后端团队配合完成 API 联调和数据交互。2、需求分析与技术实现 ? 深入理解产品需求参与需求评审与前端技术方案设计 ? 将设计稿转化为高质量的前端代码确保页面一致性与可维护性。3、组件与框架建设 ? 封装可复用组件建设前端组件库 ? 优化前端工程化流程支持持续集成CI/CD和快速迭代。4、性能与体验优化 ? 持续优化页面加载速度、渲染性能与交互体验 ? 监控并解决线上 Web 应用的性能瓶颈与异常问题。5、跨团队协作 ? 与产品经理、UI/UX 设计师、后端工程师紧密协作推动需求高效落地 ? 支持测试团队确保交付的功能质量和用户体验。6、技术探索与创新 ? 关注前端前沿技术React 生态、Flutter Web、WebAssembly 等 ? 将合适的新技术引入项目提升开发效率和产品竞争力
【任职要求】
【任职要求】1、本科及以上学历计算机、软件工程或相关专业2、2年以上前端开发经验熟练掌握 React 及其生态3、具备 Flutter Web 开发经验熟悉 Dart 语言4、熟悉 HTML5、CSS3、JavaScript/TypeScript 等前端基础技术5、掌握常见前端构建工具Webpack、Vite、Babel、ESLint 等6、熟悉前端性能优化方法能独立解决复杂问题7、具备良好的代码规范意识、文档习惯与团队协作能力。加分项1、有跨端开发经验移动端 Flutter、React Native 等2、具备UI组件库/设计系统 开发经验3、有开源项目、个人作品或技术博客可展示"
前端开发实习生,上海,闵行,"【工作内容】
岗位职责:1.负责智慧化产品/项目(例如IoT系统、后台系统等)的前端开发和后端开发能够快速联通逻辑和联调;2.负责日常前端脚手架的构建、完善、扩展优化和常用组件的封装:3.其它架构师安排的基础组件封装类工作
【任职要求】
岗位要求:1.25届本科及以上学历计算机相关专业优先有Web产品/项目开发经验; 3.扎实的Javascript基础熟练掌握ES6和Typescript、HTML5、CSS及预编译样式框架ess/sass等熟悉Vue.js、Bootstrap、uniapp等主流开发框架尤其是需要精通通过vite构建Vue3系统、微信小程序的开发4.对面向对象的设计思想、设计模式、双向绑定、依赖注入的原理有一定的理解具有对产品原型快速理解业务逻辑和制定前端技术选型方案的能力;5.深刻理解前端组件化模块化的开发模式并有实践经历能够对框架有研究和项目实践掌握框架基本原理6.熟练掌握主流浏览器特性、掌握各种浏览器基本调试(含兼容性)技巧能够快速定位、解决问题;7.熟悉大屏可视化的开发比如百度Echarts.GoView、积木报表等:8.熟悉Nodejs、WebGL+ThreeJs、Java、前端自动化测试等技术者优先。招聘人数3人
"
高级前端开发工程师,杭州,西湖,"【工作内容】
1. 2年以上工作经验。如果你觉得自己特别优秀12 年经验同样欢迎。2. 具备良好的 HTML/CSS/JS 前端基础有 react / vue 等主流框架开发经验并深入理解其原理熟悉 webpack3. 对互联网产品和 Web 技术有浓厚兴趣有强大的自我驱动能力、学习能力和强烈的进取心4. 良好的沟通能力和团队合作精神良好的分析问题和解决问题的能力
【任职要求】"
WEBGIS前端开发工程师,成都,双流,"【工作内容】
岗位职责1、参与公司软件产品需求分析、产品开发和维护2、配合UI设计师完成页面开发3、与各业务团队高效协同打造优秀产品4、实现技术攻关并能从技术的角度推动解决业务的问题5、完成上级领导临时交办的其他工作
【任职要求】
任职要求1、统招全日制本科及以上学历一本及以上985优先计算机科学与技术、软件工程、网络工程等相关专业2、3年以上相关岗位工作经验熟练使用HTML, CSSJavaScriptTypescript技术进行开发有三维GIS开发、智慧工地、智慧城市等项目开发经验优先3、掌握 WebGL 渲染流程了解其基本原理和应用方法能够编写自定义的 GLSL Shader 效果。4、具有一定的三维数学基础理解矩阵变换、向量运算等概念。5、对 Cesium 或 Three.js 有深入的理解并有过实际项目经验或学习源代码的经历。6、熟练使用 Git 进行版本控制和协作开发。7、熟悉 Vue.js 或 React 框架。8、有强烈的上进心和求知欲善于沟通有良好的团队意识和执行力9、可接受公司出差安排能够承受一定的工作压力"
前端开发工程师,杭州,拱墅,"【工作内容】
岗位职责1、基于业务需求设计并封装高复用性、高扩展性的前端组件库React/Vue等框架2.、开发响应式移动端H5页面确保多端适配与流畅交互优化页面加载速度及性能提升用户体验3、负责微信小程序的功能开发与迭代优化解决小程序特定问题如跨平台兼容性、性能调优等
【任职要求】
职位要求1、大学本科 (全日制) 及以上学历计算机或相关专业3年以上全职前端开发经验2、前端基本功JS/CSS/HTML扎实逻辑思维强3、熟练掌握Vue或React并对其原理有深入研究4、能够独立完成前端代码编写按照设计、需求实现前端功能5、熟悉H5开发技术如Flex/Grid布局、Rem/VW适配、Webpack/Vite等构建工具6、有小程序开发经验熟悉微信小程序生命周期、API及开发工具7、具备良好的沟通能力独立并积极主动责任感强加分项1、熟悉一门后端语言如Python、Java等2、有React Native实际项目开发经验"
前端（React方向）外派百度,北京,海淀,"【工作内容】
电脑代码面试学信网统招学历学信网本科学历优先。最低有学信网已经毕业的学历工作职责:负责电商搜索的前端工作能够高质量交付根据整体技术方案完成高质量的开发、自测及项目文档编写
【任职要求】
职位要求:本科及以上学历计算机等相关专业具备1年以上前端开发经验有扎实的计算机基础良好的编程习惯精通各种Web前端技术HTML/CSS/Javascript等熟悉跨浏览器、跨终端的开发深度使用至少一个现代前端库/框架React、Vue等良好的项目管理能力能独当一面负责一个中大型项目的研发流程管理良好的沟通能力和团队协作精神有严谨的工作态度和强烈的进取心具备以下条件优先有电商领域工作经验优先
"
前端,北京,朝阳,"【工作内容】
一、职位描述1. 独立负责小程序产品的开发和 维护熟悉微信小程序开发组件2.  根据产品需求完成模块设计、编码、测试工作3.  负责微信小程序代码的重构和升级保证代码的长期稳定性4.  能按照项目计划按时提交高质量的代码完成开发任务5.  关注用户体验和性能优化实时跟进优化前端体验和响应速度并保证兼容性和执行效6. 熟练掌握uniapp开发并具有多平台上线经验7. 有uniappapicloud等安卓ios开发经验优
【任职要求】
岗位要求1. 1年以上乙方公司微信小程序开发经验2. 熟悉微信小程序开发流程掌握WXML、WXSS3. 熟悉HTML5、CSS3、JavaScript等前端技术熟悉react, vue, angular等流行框架的一种有HTML5开发经验者优先4. 与UI设计师配合准确地整体把握和细节表达出设计师所希望达到的视觉效果5. 配合后台开发师完成页面的交互功能、联调等工作6. 有原生开发、混合开发经验者优先 二"
web前端,深圳,宝安,"【工作内容】
岗位职责1. 负责公司 Web 产品及移动端 H5、小程序、App 的前端架构设计与开发2. 基于 JavaScript、HTML、CSS 构建高性能、高可用、可扩展的用户界面3. 熟练使用 React、Vue.js 或 Angular 等主流前端框架进行组件化开发4. 精通 HTML5、CSS3、Bootstrap、jQuery 等 Web 开发技术具备良好的代码规范和工程化意识5. 具备 Flutter 跨平台应用开发经验能独立完成 Flutter 项目的搭建、调试与上线6. 熟悉 DCloud 生态如 uniapp能高效开发多端H5、小程序、App应用7. 深入理解响应式设计与移动端适配能有效解决不同浏览器、设备及系统的兼容性问题8. 熟悉微信小程序、支付宝小程序等主流小程序平台的开发与发布流程9. 具备前端工程化实践经验如 Webpack、Vite、Git、CI/CD 等10. 有良好的沟通能力、团队协作精神和解决问题的能力
【任职要求】
任职要求? 大专及以上学历计算机相关专业优先? 5年以上 Web 前端开发经验有完整项目从0到1的落地经验? 熟练掌握 JavaScriptES6+、HTML、CSS 等核心技术? 至少精通一种现代前端框架React / Vue.js / Angular? 具备 Flutter 实际项目开发经验者优先? 熟悉 uniapp 或 DCloud 生态者优先? 熟悉小程序微信/支付宝/百度等开发流程? 有良好的代码质量意识熟悉性能优化和安全防护? 能适应快速迭代的开发节奏具备较强的学习能力和技术前瞻性。工作时间? 9:00 – 12:0013:00 – 18:00"
